rx	ry	rz	vx	vy	vz	time	mass	ax	ay	bx	by	cx	cy	rw	rn	flags	ui
  5.797781 	 -0.662759 	  3.002910 	-3046.664063 	 -0.000000 	115715.632813 	  8.36 	 2.299E+0001 	 35.000000 	  0.000000 	 -0.000000 	 -0.000000 	  0.000000 	123.491814 	    1 	36303 	  128 	36561
  5.627833 	  3.142639 	  3.003309 	-3390.099365 	 -0.000000 	115942.765625 	  8.56 	 2.299E+0001 	 35.000000 	  0.000000 	 -0.000000 	  0.000000 	  0.000000 	123.325180 	    1 	37194 	  128 	37452
  5.634946 	  3.168265 	  3.001175 	260.039246 	 -0.000000 	115464.593750 	  8.78 	 2.299E+0001 	 35.000000 	  0.000000 	 -0.000000 	  0.000000 	  0.000000 	125.129036 	    1 	37200 	  128 	37458
  7.828771 	  3.433063 	  3.002925 	-2676.162842 	 -0.000000 	93250.187500 	 20.88 	 2.299E+0001 	 35.000000 	  0.000000 	 -0.000000 	  0.000000 	  0.000000 	123.356133 	    1 	37262 	  128 	37520
  5.849284 	  3.441605 	  3.000855 	-688.861694 	 -0.000000 	115379.648438 	  8.48 	 2.299E+0001 	 35.000000 	  0.000000 	 -0.000000 	  0.000000 	  0.000000 	124.657928 	    1 	37264 	  128 	37522
  5.720502 	  3.475772 	  3.001353 	-2375.007324 	 -0.000000 	115735.335938 	  8.54 	 2.299E+0001 	 35.000000 	  0.000000 	 -0.000000 	  0.000000 	  0.000000 	123.824394 	    1 	37272 	  128 	37530
  5.850081 	 -0.799429 	  3.000935 	3270.758301 	 -0.000000 	114478.343750 	  8.72 	 2.299E+0001 	 35.000000 	  0.000000 	 -0.000000 	 -0.000000 	  0.000000 	126.636551 	    1 	38271 	  128 	38529
  5.913917 	 -0.555986 	  3.002837 	-704.871643 	 -0.000000 	115516.382813 	  8.39 	 2.299E+0001 	 35.000000 	  0.000000 	 -0.000000 	 -0.000000 	  0.000000 	124.650391 	    1 	38328 	  128 	38586
  6.159919 	  3.296393 	  3.004042 	3665.234619 	 -0.000000 	114866.742188 	  8.30 	 2.299E+0001 	 35.000000 	  0.000000 	 -0.000000 	  0.000000 	  0.000000 	126.827606 	    1 	39230 	  128 	39488
  5.947201 	  3.339102 	  3.001230 	3903.213379 	 -0.000000 	114713.390625 	  8.62 	 2.299E+0001 	 35.000000 	  0.000000 	 -0.000000 	  0.000000 	  0.000000 	126.948784 	    1 	39240 	  128 	39498
